lat,long,street,timestamp,dirpath,image
46.5277912,-84.3306842,Test,Sat May 13 17:34:25 2023,./IMG/16840136608664299869814873454673.jpg,<a href=/media/694709e177c3e78a6e3c7861a64c74d1b76f653721ad291b23152b7a.jpg target='_blank'>Image</a>
46.51551644716333,-84.33367252349855,Test 2,Sat May 13 18:11:09 2023,./IMG/16840158624163935618523655016507.jpg,<a href=/media/1afdf061dcdc2a0b0c3828d13bdeece115f60447bfa5cb19b46c1019.jpg target='_blank'>Image</a>
46.52028205217433,-84.27546322345735,Somewhere inside gt,Sat May 13 20:12:10 2023,./IMG/16840231231271442411682529793276.jpg,<a href=/media/b4e94e6b844813b07c4426d517b8a5c2d84c9c3a067afcc4cdf0d6fb.jpg target='_blank'>Image</a>
